id,lon,lat,name,highway,public_transport,amenity,railway,route,bus,train,subway,station,x,y
366459518,106.6796241,10.8384917,Trạm Xe Bus Nguyễn Văn Lượng - Lê Đức Thọ,bus_stop,platform,,,,yes,,,,683612.360318639,1198627.6615705083
383552890,106.6878601,10.7507477,Trạm Xe Bus Cầu Nguyễn Văn Cừ,bus_stop,platform,,,,yes,,,,684566.5076715988,1188926.9321393773
411921743,106.7022941,10.7842808,Trạm Xe Bus Khoa Dược Đại Học Y Dược TP.HCM,bus_stop,platform,,,,yes,,,,686124.6953597979,1192644.8949367998
860695663,106.6725945,10.791092,Trạm Xe Bus Số 8 - 28,bus_stop,platform,,,,yes,,,,682872.4240851636,1193380.3976935474
946794512,106.7075992,10.7798184,,bus_stop,platform,,,,yes,,,,686707.6555588262,1192154.5185377332
1001114482,106.6951304,10.810084,Trạm Xe Bus Nhà Thờ Bình Hòa,bus_stop,platform,,,,yes,,,,685325.3956317354,1195494.7507315143
1127291378,106.6643225,10.8025796,"Trạm Xe Bus Số 4,51,104",bus_stop,platform,,,,yes,,,,681960.8533130086,1194646.138281299
1171564036,106.6625083,10.8015141,Trạm Xe Bus Công Viên Hoàng Văn Thụ,bus_stop,platform,,,,yes,,,,681763.0952729743,1194527.200661008
1171564050,106.6712319,10.8001136,"Trạm Xe Bus Số 8,51,104",bus_stop,platform,,,,yes,,,,682717.9516298497,1194377.4899202131
1171583911,106.6861371,10.8040174,Trạm Xe Bus Đại Học Văn Hiến,bus_stop,platform,,,,yes,,,,684345.6126563273,1194818.2560055954
1171583920,106.687792,10.8037891,Trạm Xe Bus THCS Châu Văn Liêm,bus_stop,platform,,,,yes,,,,684526.7315679386,1194794.0019755408
1171583921,106.691555,10.8032998,Trạm Xe Bus Phan Đăng Lưu - Hoàng Hoa Thám,bus_stop,platform,,,,yes,,,,684938.5527082674,1194742.1539669714
1171583923,106.693706,10.8030728,"Trạm Xe Bus Số 8,31,51,55,64,104",bus_stop,platform,,,,yes,,,,685173.9258704286,1194718.3474686122
1171583941,106.6837113,10.8025425,Trạm Xe Bus Phan Đăng Lưu - Phan Xích Long,bus_stop,platform,,,,yes,,,,684081.2269447702,1194653.6489890346
1171587740,106.7079027,10.8031415,Trạm Xe Bus Bạch Đằng - Ngã Tư Hàng Xanh,bus_stop,platform,,,,yes,,,,686726.4460203284,1194734.5876269776
1171615062,106.6737425,10.7996024,"Trạm Xe Bus Số 8,51,104",bus_stop,platform,,,,yes,,,,682992.8214398744,1194322.446674138
1171615063,106.6819431,10.800715,Trạm Xe Bus Ngã 4 Phú Nhuận,bus_stop,platform,,,,yes,,,,683888.9689277088,1194450.4377649412
1171615064,106.6835737,10.8022873,Trạm Xe Bus Phan Đăng Lưu - Phan Xích Long,bus_stop,platform,,,,yes,,,,684066.3345020512,1194625.3374620054
1171615073,106.6860511,10.803934,Trạm Xe Bus Đại Học Văn Hiến,bus_stop,platform,,,,yes,,,,684336.2586250035,1194808.978912592
1171615088,106.6695734,10.7999475,Trạm Xe Bus Siêu thị Big C,bus_stop,platform,,,,yes,,,,682536.6779464837,1194358.125975578
1204093495,106.6990755,10.8029498,Trạm Xe Bus Chợ Bà Chiểu,bus_stop,platform,,,,yes,,,,685761.213132141,1194708.0015612221
1204093498,106.7009752,10.8037105,Trạm Xe Bus Bạch Đằng,bus_stop,platform,,,,yes,,,,685968.4974987663,1194793.3018641623
1204093501,106.7044101,10.8034009,Trạm Xe Bus Bạch Đằng,bus_stop,platform,,,,yes,,,,686344.3315102007,1194761.148617751
1204093531,106.6820199,10.800897,Trạm Xe Bus Ngã 4 Phú Nhuận,bus_stop,platform,,,,yes,,,,683897.2570440825,1194470.6156655822
1226457739,106.6917877,10.8031868,Trạm Xe Bus Phan Đăng Lưu - Hoàng Hoa Thám,bus_stop,platform,,,,yes,,,,684964.0700357017,1194729.7954398815
1226457742,106.6994287,10.8029757,Trạm Xe Bus Chợ Bà Chiểu,bus_stop,platform,,,,yes,,,,685799.8234252029,1194711.0812575028
1226494771,106.7075332,10.8030838,Trạm Xe Bus  Nhà Thờ Hàng Xanh,bus_stop,platform,,,,yes,,,,686686.0727372605,1194727.979324836
1226533636,106.6703907,10.7985027,Trạm Xe Bus Chung cư Kingston,bus_stop,platform,,,,yes,,,,682626.9313716772,1194198.8005759758
1226533637,106.6731422,10.7969003,Trạm Xe Bus Học viện Hàng không Việt Nam,bus_stop,platform,,,,yes,,,,682928.8079448286,1194023.19947659
1226533638,106.6883833,10.7855756,Trạm Xe Bus Viện Pasteur,bus_stop,,,,,,,,,684602.5183677743,1192779.6921294157
1226533639,106.6681725,10.7998563,Trạm Xe Bus Quân Khu 7,bus_stop,platform,,,,yes,,,,682383.5302022432,1194347.2016732164
1226533640,106.6858201,10.787916,Trạm Xe Bus Giao Lộ Lý Chính Thắng,bus_stop,platform,,,,yes,,,,684320.7643661817,1193037.0274313395
1226533641,106.6829125,10.7906088,Trạm Xe Bus Chùa Vĩnh Nghiêm,bus_stop,,,,,,,,,684001.1351912059,1193333.1375239273
1226533642,106.6787129,10.7936599,Trạm Xe Bus Nguyễn Văn Trỗi - Trần Huy Liệu,bus_stop,platform,,,,yes,,,,683539.9969233051,1193668.1068627369
1226533643,106.6757278,10.7953606,Trạm Xe Bus Trung tâm Văn hoá quận Phú Nhuận,bus_stop,platform,,,,yes,,,,683212.5067542265,1193854.4366705557
1271240171,106.6788059,10.79921,Trạm Xe Bus Ngã 4 Phú Nhuận,bus_stop,platform,,,,yes,,,,683546.7971604881,1194282.078378152
1274090914,106.6966374,10.7895593,,bus_stop,,,,,,,,,685502.7991058751,1193225.3381307884
1497313167,106.7063621,10.7997444,Trạm Xe Bus Đại Học Hutech,bus_stop,platform,,,,yes,,,,686560.0621780436,1194357.8763824583
1519797030,106.7456145,10.8354963,Bến Linh Đông,,station,ferry_terminal,,ferry,,,,,690830.215791682,1198336.8895745405
1635104056,106.697936,10.8159153,Siêu Thị Bình Hòa,bus_stop,,,,,,,,,685628.6234128022,1196141.4818985537
1765166512,106.6827788,10.7609579,,bus_stop,,,,,,,,,684004.5284401915,1190053.266584505
1765166514,106.6824737,10.7608026,,bus_stop,,,,,,,,,683971.2523120102,1190035.9052908178
1765166516,106.6827311,10.7625125,Đại Học Khoa học Tự Nhiên,bus_stop,,,,,,,,,683998.3679501896,1190225.1976037987
1774952214,106.6667596,10.8008567,Trạm Xe Bus Sân Vận Động Quân Khu 7,bus_stop,platform,,,,yes,,,,682228.4117549425,1194457.0159042836
1958801634,106.7704109,10.8716001,,bus_stop,,,,,,,,,693518.5101832885,1202346.294098174
2024973266,106.7750739,10.8482434,Coopmart Xa Lộ Hà Nội,bus_stop,,,,,,,,,694043.4477202785,1199765.5731547428
2130165447,106.6730294,10.7602467,Nhà Xe Thịnh Phát,,station,bus_station,,,yes,,,,682938.6183842653,1189968.7664037307
2341633260,106.6870054,10.7802929,,bus_stop,,,,,,,,,684455.0421720291,1192194.5217287233
2341633543,106.6882848,10.7791572,,bus_stop,platform,,,,yes,,,,684595.660595153,1192069.6687178677
2341633617,106.689796,10.7781607,Trạm Xe Bus Nguyễn Đình Chiểu - Trương Định,bus_stop,platform,,,,yes,,,,684761.5469391716,1191960.3534551736
2363997552,106.6765142,10.811636,Trạm Xe Bus Công Viên Gia Định,bus_stop,platform,,,,yes,,,,683288.6324885045,1195655.1849100178
2392398233,106.6736848,10.7594251,Nhà Xe Minh Tâm,,station,,,,,,,,683010.7984254581,1189878.277798628
2466118939,106.6772161,10.8434842,Trạm Xe Bus Công Ty Sơn Pu,bus_stop,platform,,,,yes,,,,683346.0119065164,1199178.4493957658
