Timestamp,Q1.1_DCKD_Phuong,Q1.5_DCCT_Phuong,Q1.6_DCCT_Quan,Q1.7_LVKD,Q1.8_SLNV,Q1.9_TGHD,Q2.1_MucDo_ONKK,Q2.2_MucDo_NgapLut,Q2.3_MucDo_ONTO,Q2.4_MucDo_ONN,Q2.4_MucDo_UTGT_TT,Q2.5_MucDo_UTGT_KD,Q2.6_MucDo_TNGT_KD,Q2.7_TG_DiLam,Q2.8_KSD_GTCC,Q2.9_DeDang_KVCC,Q2.10_TX_KCB,Q2.12_MucDo_PLRac,Q2.13_MucDo_HTCTN,Q2.15_MucDo_HT_CSCC,Q2.16_MucDo_HTDuongXa,Q2.17_MucDo_KGTonGiao,Q2.18_MucDo_CuaHang,Q3.1_LyDo_ChonNoiKD,Q3.2_MucDo_MM_TimNoiO,Q3.3_MucDo_AnNinh,Q3.4_MucDo_CongDongDanCu,Q3.5_MucDo_PhuHop_NGTE,Q4.1_TocDo_TT,Q4.2_LoiNhuan,Q4.3_DTKH,Q4.4_SLKH,Q4.5_MM_ChiaSe,Q4.6_ThachThuc,Q4.7_MucDo_LoiThe,Q4.8_MucDo_TiepTuc,Q4.9_MucDo_ThayDoiTot,Q4.10_MucDo_CTHT,Q4.11_MucDo_HTTP,Q4.12_MM_ThayDoi,Q4.13_DongY_TGiaPVSau,rid,geo_ok,d_bus_m_osm2023,d_metro_m_osm2023,poi_1000m_osm2023,d_bus_m_osm2026,d_metro_m_osm2026,poi_1000m_osm2026,delta_access_m,delta_poi,treated,road_density,net_dist_bus_m_osm2023,detour_ratio_osm2023,net_dist_bus_m_osm2026,detour_ratio_osm2026,net_dist_bus_m,detour_ratio,pop_dens_2020,pop_dens_2025,built_s_2020,built_s_2025,ndbi_2023,ndbi_2026,d_ndbi,pop_growth_pct,sector_en,b2c,micro,tenure_y,customers_m,growth,exposure,cluster
2023-03-19 20:21:48.298,Trường Thọ,Trường Thọ,TP. Thủ Đức,hớt tóc,0-5 người,>5 năm,1,1,1,1,1,1,1,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,4,4,4,4,4,3,Khu vực này có an ninh tốt,3,4,4,5,Đạt kết quả kém,Không cung cấp,Người tiêu dùng (mô hình B2C),<100,Có,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,4,4,4,Thêm trung tâm thương mại,Có,S021,True,293.93809001340827,1442.9474761561394,81.0,205.5162280808161,1447.418542607062,83.0,88.42186193259215,2.0,0,21559.384775645158,506.6645616657885,1.7237118253121824,549.7705021218846,2.675071001720097,549.7705021218846,2.675071001720097,146.6624755859375,166.501708984375,3994.0,3994.0,0.0249399971216917,0.0360116362571716,0.0110716382041573,13.527136589762948,Other,1,1,8.0,50,1,>1000 m,0
2023-03-19 20:25:00.026,Bình Thọ,Bình Thọ,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<6 tháng,1,1,1,1,1,1,2,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,3,3,2,3,4,4,Khu vực này có an ninh tốt,3,3,4,3,Đạt kết quả khá tốt,không cung cấp,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan cơ sở hạ tầng + giao thông,3,4,2,3,3,Thêm nơi làm việc,Có,S022,True,86.63452846746246,1281.609339866767,121.0,84.27877062038657,1280.161694007262,126.0,2.3557578470758926,5.0,0,21483.57564466821,136.3404350849363,1.573742449999506,125.45501516254848,1.4885719646722233,125.45501516254848,1.4885719646722233,107.22652435302734,121.73120880126952,3568.0,3568.0,0.1069078966975212,0.0946882218122482,-0.0122196730226278,13.52714222134784,Food & drink service,1,1,0.5,50,2,>1000 m,0
2023-03-19 20:28:52.828,Bình Thọ,Bình Thọ,TP. Thủ Đức,Tạp hoá,0-5 người,<5 năm,1,2,1,1,1,1,1,<10 phút,Có sử dụng phương tiện công cộng,4,Có,4,4,4,5,3,4,Khu vực này có an ninh tốt,3,4,4,4,Đạt kết quả khá tốt,Không công khai,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,3,3,4,3,Thêm nơi làm việc,Có,S023,True,214.32330745222387,1043.63163802085,132.0,249.0711651995321,1045.3420245941534,137.0,-34.74785774730819,5.0,0,21725.154315052583,369.971253466263,1.7262296754576525,394.8722224113878,1.5853791108057564,394.8722224113878,1.5853791108057564,153.71543884277344,174.5087432861328,3930.0,3930.0,-0.0844426751136779,-0.0444658324122428,0.0399768464267253,13.5271411901752,Grocery,1,1,5.0,50,2,>1000 m,0
2023-03-19 20:31:46.219,Bình Thọ,Bình Thọ,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<5 năm,3,1,3,1,3,2,2,<10 phút,Không có ý kiến,4,Không,3,3,4,4,4,4,Khu vực này có an ninh tốt,3,4,4,4,Đạt kết quả kém,>10tr,Người tiêu dùng (mô hình B2C),<100,Có,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,4,4,4,Thêm nơi làm việc,Có,S024,True,284.3852237999268,976.2463190071112,158.0,303.6389996077484,975.740926696928,165.0,-19.253775807821626,7.0,1,21465.91161312899,478.5684907793403,1.6828177089679843,413.0196439307198,1.3602325276538032,413.0196439307198,1.3602325276538032,197.85337829589844,224.6172790527344,4714.0,4714.0,-0.0038006757386028,-0.0101532945409417,-0.0063526192680001,13.527138625254782,Food & drink service,1,1,5.0,50,1,500–1000 m,0
2023-03-21 14:48:31.347,Bình Thọ,Bình Thọ,TP. Thủ Đức,Tạp hoá,0-5 người,<1 năm,2,4,3,3,2,2,3,<10 phút,Không có ý kiến,4,Không,3,3,3,3,4,4,"Gia đình/họ hàng tôi đã kinh doanh ở đây, Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này, Khu vực này có an ninh tốt",4,4,2,4,Đạt kết quả tốt,>10tr,Cả 2,<100,Không,Các vấn đề liên quan môi trường tự nhiên + thời tiết / khí hậu,3,4,3,4,3,Thêm dịch vụ tiện ích,Không,S025,True,39.920699009152486,928.8778578214597,177.0,34.31130815322392,919.267095013812,186.0,5.609390855928567,9.0,1,22674.57617769059,65.06992588734217,1.62997962216102,68.35450985976077,1.992186061647962,68.35450985976077,1.992186061647962,180.8744964599609,205.34164428710935,4072.0,4072.0,0.1418795585632324,0.0710313916206359,-0.070848174393177,13.52714081090176,Grocery,0,1,1.0,50,3,500–1000 m,3
2023-03-21 14:54:27.487,Bình Thọ,Bình Thọ,TP. Thủ Đức,Buôn bán,0-5 người,>5 năm,1,1,1,1,1,1,2,<10 phút,Thói quen sử dụng xe máy để di chuyển,3,Có,3,3,4,4,4,3,"Gia đình/họ hàng tôi đã kinh doanh ở đây, Khu vực này có an ninh tốt",3,4,4,4,Đạt kết quả kém,Dưới 5 triệu,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,4,4,3,"Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S026,True,390.2579792602131,784.7106462124727,154.0,118.8508708502712,786.1919429958789,162.0,271.40710840994194,8.0,1,20235.675619085898,571.1666598165663,1.463561772392944,225.80927728888412,1.8999379278706303,225.80927728888412,1.8999379278706303,186.87911987304688,212.15850830078125,4542.0,4542.0,0.1647183895111084,0.1880835890769958,0.0233652088791131,13.527133713444014,General trading,1,1,8.0,50,1,500–1000 m,0
2023-03-25 12:16:03.204,Linh Trung,Linh Trung,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<1 năm,1,1,1,1,2,2,2,20-30 phút,Thói quen sử dụng xe máy để di chuyển,3,Không,2,3,4,3,3,3,"Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này, Vị trí và hệ thống giao thông thuận tiện",3,3,4,3,Đạt kết quả khá tốt,Không cung cấp,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,3,4,3,"Thêm trung tâm thương mại, Thêm nơi làm việc",Có,S027,True,124.57170546910513,949.3059436958664,134.0,85.22766295362457,926.7872787076326,143.0,39.34404251548055,9.0,1,22138.8531031496,162.37025171748783,1.3034280224874748,155.82028753473878,1.828283002662248,155.82028753473878,1.828283002662248,78.30534362792969,88.89781951904297,1560.0,1560.0,0.1787088513374328,0.1055416315793991,-0.0731672197580337,13.52714310461846,Food & drink service,1,1,1.0,50,2,500–1000 m,0
2023-03-25 12:25:41.385,Linh Trung,Linh Trung,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<1 năm,3,1,5,1,2,2,2,<10 phút,Thói quen sử dụng xe máy để di chuyển,3,Có,3,3,3,4,3,4,Gia đình/họ hàng tôi đã kinh doanh ở đây,3,2,3,4,Đạt kết quả khá tốt,>10tr,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,3,4,3,Thêm nơi làm việc,Không,S028,True,125.79318393167628,924.8988759550292,154.0,125.79318393167628,903.6064109385612,164.0,0.0,10.0,1,22544.93031193735,178.54628414780075,1.4193637410813686,160.1116620793884,1.2728166747599932,160.1116620793884,1.2728166747599932,197.0860748291016,223.7461700439453,3632.0,3632.0,0.0834730118513107,0.2942738533020019,0.2108008414506912,13.527132872254628,Food & drink service,1,1,1.0,50,2,500–1000 m,0
2023-03-25 12:39:57.882,Linh Trung,Linh Trung,TP. Thủ Đức,Bán nước,6-9 người,<5 năm,2,1,3,1,3,3,1,<10 phút,Không cảm thấy thoải mái khi phải đi bộ đến các trạm,3,Không,3,3,3,3,3,3,Gia đình/họ hàng tôi đã kinh doanh ở đây,2,3,3,3,Đạt kết quả kém,>10tr,Người tiêu dùng (mô hình B2C),<100,Không,Không trả lời,3,3,3,3,3,Thêm các khu nhà ở,Không,S029,True,109.97915368916428,1075.9464016356835,144.0,105.63954549972397,1055.5703637255456,152.0,4.339608189440327,8.0,0,23411.315015393942,193.52122689575225,1.759617349326984,163.41899540112755,1.5469490580263296,163.41899540112755,1.5469490580263296,238.9934539794922,271.32244873046875,4637.0,4637.0,0.0426882877945899,0.0579377450048923,0.0152494590729475,13.5271465442525,Other,1,0,5.0,50,1,>1000 m,2
2023-03-26 14:11:56.352,Linh Trung,Linh Trung,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<2 năm,2,1,2,1,1,1,2,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,4,4,4,4,4,4,Gia đình/họ hàng tôi đã kinh doanh ở đây,3,4,4,4,Đạt kết quả khá tốt,Không cung cấp,Người tiêu dùng (mô hình B2C),>300,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,4,4,3,Thêm dịch vụ tiện ích,Có,S030,True,126.24768555884732,1695.7341002881249,91.0,92.07224118053544,1675.4217323403154,94.0,34.175444378311894,3.0,0,21420.573611659915,799.081920742922,6.3294777817566334,750.5971369630881,8.152263128811168,750.5971369630881,8.152263128811168,113.58802795410156,128.95323181152344,2709.0,2709.0,-0.0266251377761364,0.012454492971301,0.0390796326100826,13.52713321480554,Food & drink service,1,1,2.0,350,2,>1000 m,1
2023-03-26 14:42:27.417,Linh Trung,Linh Trung,TP. Thủ Đức,Tạp hoá,0-5 người,<5 năm,4,1,3,4,1,1,1,<10 phút,Thói quen sử dụng xe máy để di chuyển,3,Không,3,3,4,4,4,4,Vị trí và hệ thống giao thông thuận tiện,4,4,4,4,Đạt kết quả khá tốt,>10tr,Cả 2,<100,Có,Không biết,3,4,3,1,3,Không cung cấp,Không,S031,True,363.4032630591525,1818.5285232581848,99.0,328.3554299679351,1799.482948037872,101.0,35.0478330912174,2.0,0,19761.16983656129,508.1124721941756,1.3982055854888351,462.6173764555358,1.4088921157804877,462.6173764555358,1.4088921157804877,225.3336334228516,255.8148193359375,5301.0,5301.0,0.0906660705804824,0.1047538891434669,0.0140878185629844,13.527135496850676,Grocery,0,1,5.0,50,2,>1000 m,3
2023-03-26 14:55:28.891,Linh Trung,Linh Trung,TP. Thủ Đức,Chế biến thực phẩm,0-5 người,<1 năm,3,2,4,3,3,3,2,<10 phút,Số lượng điểm dừng và tần suất các chuyến chưa đủ,5,Không,3,4,4,2,3,4,Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này,4,4,4,4,Đạt kết quả khá tốt,Không cung cấp,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường tự nhiên + thời tiết / khí hậu,3,4,4,3,3,"Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S032,True,399.0344409552874,1886.2290901413264,93.0,369.5298771278706,1867.14473026558,93.0,29.504563827416803,0.0,0,19534.40229299354,484.1951795891882,1.2134170134037208,440.6043949030756,1.1923376759888094,440.6043949030756,1.1923376759888094,187.84716796875,213.2575225830078,3969.0,3969.0,-0.0191850904375314,-0.0631290003657341,-0.0439439117908477,13.527142777305562,Food processing,1,1,1.0,50,2,>1000 m,0
2023-03-26 16:26:36.269,Linh Trung,Linh Trung,TP. Thủ Đức,Tạp hoá,0-5 người,<5 năm,3,3,3,2,1,1,1,<10 phút,Thói quen sử dụng xe máy để di chuyển,3,Có,4,4,4,4,4,3,"Gia đình/họ hàng tôi đã kinh doanh ở đây, Vị trí và hệ thống giao thông thuận tiện, Chi phí bất động sản (nhà cửa, đất đai) ở đây phù hợp với tôi, Khu vực này có an ninh tốt",3,4,4,5,Đạt kết quả tốt,Riêng tư,Người tiêu dùng (mô hình B2C),>100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,3,4,4,3,"Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S033,True,161.31712003766546,2159.464116397412,90.0,149.1640608564482,2141.2958132378512,91.0,12.15305918121726,1.0,0,20073.892018249364,248.7139431491815,1.5417702912816074,302.9064213049157,2.0306930474119054,302.9064213049157,2.0306930474119054,186.72743225097656,211.986328125,4062.0,4062.0,0.1380736678838729,0.1292695254087448,-0.0088041443377733,13.527147869774948,Grocery,1,1,5.0,150,3,>1000 m,0
2023-03-28 19:21:13.358,Linh Trung,Linh Trung,TP. Thủ Đức,Buôn bán linh kiện,0-5 người,<2 năm,3,3,3,3,1,1,3,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Không,4,4,4,4,4,4,Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này,4,4,4,4,Đạt kết quả khá tốt,>10tr,"Các công ty, doanh nghiệp khác (mô hình B2B)",<100,Có,Các vấn đề liên quan môi trường tự nhiên + thời tiết / khí hậu,4,4,4,4,4,Thêm trung tâm thương mại,Có,S034,True,127.9262348129811,948.656549874949,134.0,80.91864066294009,926.140551758686,143.0,47.007594150041,9.0,1,22240.323792987965,168.73493693047405,1.319001823020527,162.58487575995514,2.0092388407411463,162.58487575995514,2.0092388407411463,78.30534362792969,88.89781951904297,1560.0,1560.0,0.1787088513374328,0.1055416315793991,-0.0731672197580337,13.52714310461846,Other,0,1,2.0,50,2,500–1000 m,3
2023-03-28 19:28:14.599,Linh Trung,Linh Trung,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<5 năm,2,1,2,1,1,1,2,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,4,2,4,4,4,4,Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này,3,3,4,4,Đạt kết quả xuất sắc,<10tr,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,3,3,4,3,"Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S035,True,83.40299941625565,885.5592918134037,152.0,94.1270061960534,863.5821000503315,162.0,-10.724006779797731,10.0,1,22257.06635796073,107.20351222911398,1.285367588449337,132.98193743478825,1.4127925959719303,132.98193743478825,1.4127925959719303,250.92237854003903,284.8650207519531,5346.0,5346.0,-0.0444654673337936,0.0776299387216568,0.122095413506031,13.527148279641356,Food & drink service,1,1,5.0,50,4,500–1000 m,1
2023-03-28 19:43:26.468,Linh Trung,Linh Trung,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<6 tháng,2,1,2,1,1,1,1,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Không,4,3,4,4,3,4,Khu vực này có an ninh tốt,3,3,4,4,Đạt kết quả khá tốt,Không cung cấp,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,3,4,4,3,"Thêm nơi làm việc, Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S036,True,278.4403230855995,2039.5752538300933,92.0,272.9115442927708,2021.1290271876649,92.0,5.528778792828689,0.0,0,18823.71833958348,340.5611088278025,1.223102692360781,373.6284423570628,1.3690459424327104,373.6284423570628,1.3690459424327104,136.27708435058594,154.7114715576172,2667.0,2667.0,-0.0018492833478376,-0.0121895121410489,-0.0103402286767959,13.527136491713463,Food & drink service,1,1,0.5,50,2,>1000 m,0
2023-03-28 19:55:23.226,Linh Trung,Linh Trung,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,>5 năm,2,1,3,1,1,1,2,10-20 phút,Thói quen sử dụng xe máy để di chuyển,4,Không,2,4,4,4,4,4,Khu vực này có an ninh tốt,4,4,4,4,Đạt kết quả khá tốt,Không trả lời,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,3,3,3,3,Không nêu rõ,Không,S037,True,296.087565079757,2009.857247992518,92.0,293.5195494176696,1991.4820105952983,93.0,2.5680156620874186,1.0,0,18652.053240899422,401.36966667444415,1.3555775858615589,459.586056528113,1.565776649084916,459.586056528113,1.565776649084916,73.42046356201172,17.102941513061523,1389.0,1389.0,0.0451612919569015,0.0526098199188709,0.0074485288932919,-76.70548416162451,Food & drink service,1,1,8.0,50,2,>1000 m,0
2023-03-28 20:02:23.755,Linh Trung,Linh Trung,TP. Thủ Đức,Tạp hoá,0-5 người,>5 năm,3,1,3,1,2,1,1,<10 phút,Có sử dụng phương tiện công cộng,4,Có,4,4,4,4,4,4,Gia đình/họ hàng tôi đã kinh doanh ở đây,3,4,4,4,Đạt kết quả kém,Không trả lời,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,2,4,4,4,3,"Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S038,True,132.31769343700586,2147.42116170795,93.0,132.82143536044174,2129.619745058484,94.0,-0.5037419234358822,1.0,0,19929.726846867467,214.48060270015156,1.620951795099587,268.6730808558857,2.022814164948444,268.6730808558857,2.022814164948444,186.72743225097656,211.986328125,4062.0,4062.0,-0.0442169457674026,-0.0414444990456104,0.0027724478859454,13.527147869774948,Grocery,1,1,8.0,50,1,>1000 m,0
2023-03-28 20:30:03.897,Linh Trung,Linh Trung,TP. Thủ Đức,Buôn bán,0-5 người,<1 năm,3,2,4,1,4,4,3,<10 phút,Thói quen sử dụng xe máy để di chuyển,3,Không,2,4,4,4,4,4,Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này,3,4,3,4,Đạt kết quả kém,<5tr,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,3,4,4,3,Thêm các khu nhà ở,Không,S039,True,655.5219522604813,1599.4016640483064,34.0,221.85387445502036,1585.06973161374,38.0,433.66807780546094,4.0,0,21536.977396010243,675.532370442154,1.0305259314545752,269.0134647181312,1.2125705056040037,269.0134647181312,1.2125705056040037,100.56167602539062,114.16478729248048,3515.0,3515.0,0.0824931263923645,0.1328413337469101,0.0503482036292552,13.52713260631736,General trading,1,1,1.0,50,1,>1000 m,0
2023-03-28 20:35:11.328,Linh Trung,Linh Trung,TP. Thủ Đức,Tạp hoá,0-5 người,<2 năm,3,2,2,1,2,2,1,<10 phút,Thói quen sử dụng xe máy để di chuyển,3,Không,1,1,1,1,3,3,Gia đình/họ hàng tôi đã kinh doanh ở đây,3,4,4,4,Đạt kết quả khá tốt,>10tr,Cả 2,>100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,1,3,3,3,Không cung cấp,Không,S040,True,563.7705927585721,1391.5466562803524,26.0,132.60840521512273,1369.4874306416789,30.0,431.16218754344936,4.0,0,20690.41276983845,844.991684341936,1.4988218527102093,178.5494006831462,1.3464410524619168,178.5494006831462,1.3464410524619168,202.87208557128903,230.31488037109372,5281.0,5281.0,0.0357946008443832,0.0357429347932338,-5.166660776012577e-05,13.527141855187027,Grocery,0,1,2.0,150,2,>1000 m,3
2023-03-28 20:40:00.007,Linh Trung,Linh Trung,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<6 tháng,2,1,3,1,2,2,1,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,4,3,4,4,5,4,"Gia đình/họ hàng tôi đã kinh doanh ở đây, Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này",3,2,4,4,Đạt kết quả kém,Doanh thu thấp,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,3,4,4,4,"Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S041,True,430.0066656412148,1246.8884115527796,79.0,79.78192397559371,1224.9241738534877,85.0,350.2247416656211,6.0,0,20920.906481830418,512.815470898277,1.19257563166743,269.4898563619716,3.3778310039804493,269.4898563619716,3.3778310039804493,192.9640350341797,219.0665435791016,5257.0,5257.0,0.107067734003067,0.1207245364785194,0.0136568071320652,13.527136567339268,Food & drink service,1,1,0.5,50,1,>1000 m,0
2023-03-28 20:45:10.660,Linh Trung,Linh Trung,TP. Thủ Đức,Buôn bán,0-5 người,<5 năm,3,1,2,1,1,4,3,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,4,4,3,3,3,4,"Gia đình/họ hàng tôi đã kinh doanh ở đây, Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này",3,1,4,4,Đạt kết quả khá tốt,Tạm,Người tiêu dùng (mô hình B2C),<100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,5,4,3,3,"Thêm trung tâm thương mại, Thêm các khu nhà ở",Không,S042,True,412.8321744798468,1232.6934105655168,84.0,64.00116276499259,1210.6810914772173,90.0,348.8310117148542,6.0,0,21393.9779926554,503.2164026345528,1.2189369766748115,259.8907880982474,4.060719788053643,259.8907880982474,4.060719788053643,192.9640350341797,219.0665435791016,5257.0,5257.0,0.0856538563966751,0.0864774659276008,0.0008236027206294,13.527136567339268,General trading,1,1,5.0,50,2,>1000 m,0
2023-03-28 20:50:02.703,Linh Trung,Linh Trung,TP. Thủ Đức,Chế biến thực phẩm,0-5 người,<2 năm,2,1,1,2,1,1,1,10-20 phút,Số lượng điểm dừng và tần suất các chuyến chưa đủ,2,Không,2,2,1,5,3,5,Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này,5,5,5,5,Đạt kết quả tốt,>10tr,Cả 2,>100,Không,Các vấn đề liên quan môi trường tự nhiên + thời tiết / khí hậu,3,4,4,3,2,Thêm dịch vụ tiện ích,Có,S043,True,412.7526146063868,1235.2669449332504,85.0,66.5028223136267,1213.2206497987966,91.0,346.24979229276016,6.0,0,21299.786988909455,509.98702847150696,1.235575524961473,274.9457178277013,4.13434660759298,274.9457178277013,4.13434660759298,192.9640350341797,219.0665435791016,5257.0,5257.0,0.107067734003067,0.1207245364785194,0.0136568071320652,13.527136567339268,Food processing,0,1,2.0,150,3,>1000 m,3
2023-03-28 20:54:32.915,Linh Trung,Linh Trung,TP. Thủ Đức,Buôn bán linh kiện,0-5 người,>5 năm,4,1,4,1,1,1,4,<10 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,2,4,4,4,4,4,"Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này, Vị trí và hệ thống giao thông thuận tiện, Chi phí bất động sản (nhà cửa, đất đai) ở đây phù hợp với tôi, Khu vực này có an ninh tốt",3,4,4,4,Đạt kết quả khá tốt,>10tr,Người tiêu dùng (mô hình B2C),>100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,4,4,4,"Thêm trung tâm thương mại, Thêm dịch vụ tiện ích, Thêm các khu nhà ở",Không,S044,True,164.920373101328,1002.215922770599,128.0,140.26822501502062,979.6962067320386,137.0,24.652148086307392,9.0,1,22064.976680008767,185.6546890140176,1.1257231930948297,187.17531413637477,1.334409942924216,187.17531413637477,1.334409942924216,209.3897247314453,237.71417236328125,4513.0,4513.0,0.1845224797725677,0.1771491914987564,-0.0073732822202146,13.527143066912052,Other,1,1,8.0,150,2,500–1000 m,0
2023-03-30 15:43:42.304,Bình Thọ,Bình Thọ,TP. Thủ Đức,Kinh doanh dịch vụ ăn uống,0-5 người,<5 năm,1,1,2,1,1,1,1,10-20 phút,Thói quen sử dụng xe máy để di chuyển,4,Không,2,4,4,4,4,4,Khách hàng tiềm năng của tôi tập trung nhiều tại khu vực này,4,1,4,4,Đạt kết quả khá tốt,>10tr,Người tiêu dùng (mô hình B2C),>100,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,3,4,4,4,3,"Thêm sân chơi cộng đồng (công viên, sân chơi thể thao,hồ bơi..)",Không,S045,True,216.03570173541647,327.7049847310132,175.0,148.0299654638347,319.5880507315931,189.0,68.00573627158175,14.0,1,23992.073040924934,502.5625694439634,2.326294058837842,304.24071207426937,2.05526435894899,304.24071207426937,2.05526435894899,217.25015258789065,246.63787841796875,4575.0,4575.0,0.0045710639096796,-0.0268901009112596,-0.031461164355278,13.52713702614733,Food & drink service,1,1,5.0,150,2,<500 m,1
2023-03-30 16:03:48.119,Bình Thọ,Bình Thọ,TP. Thủ Đức,"Kinh tế, tài chính",0-5 người,<6 tháng,2,2,2,2,2,2,3,10-20 phút,Thói quen sử dụng xe máy để di chuyển,4,Có,4,4,4,4,4,4,"Vị trí và hệ thống giao thông thuận tiện, Chi phí bất động sản (nhà cửa, đất đai) ở đây phù hợp với tôi",4,4,4,4,Đạt kết quả khá tốt,>10tr,Người tiêu dùng (mô hình B2C),>400,Không,Các vấn đề liên quan môi trường kinh tế + thương mại,4,4,4,4,4,Thêm dịch vụ tiện ích,Không,S046,True,33.74255677712097,357.4002991390708,167.0,20.315896228053077,334.9467079896805,181.0,13.426660549067892,14.0,1,27709.28336990797,120.4010948159058,3.5682267829076717,102.76823654453956,5.0585135595757125,102.76823654453956,5.0585135595757125,77.17222595214844,87.6114273071289,1444.0,1444.0,0.0229406636208295,0.0859758108854293,0.0630351454019546,13.527148175631762,Other,1,1,0.5,450,2,<500 m,1
2023-03-30 16:09:59.567,Bình Thọ,Bình Thọ,TP. Thủ Đức,Buôn bán,0-5 người,>5 năm,1,1,1,1,1,1,1,10-20 phút,Thói quen sử dụng xe máy để di chuyển,4,Không,2,3,3,3,4,4,"Gia đình/họ hàng tôi đã kinh doanh ở đây, Khu vực này có an ninh tốt",3,3,4,4,Đạt kết quả khá tốt,tạm ổn,Người tiêu dùng (mô hình B2C),>100,Có,Các vấn đề liên quan môi trường kinh tế + thương mại,4,3,2,3,3,Việc nhà nước,Không,S047,True,147.34738489100005,246.6549982742169,168.0,56.105831798770254,225.55588368235928,183.0,91.2415530922298,15.0,1,26733.51684943887,267.85287031456227,1.817832535763739,95.02226965968542,1.6936255396853086,95.02226965968542,1.6936255396853086,298.5890197753906,338.9795837402344,6243.0,6243.0,0.0665634647011756,0.1227387636899948,0.0561752989888191,13.527143092946613,General trading,1,1,8.0,150,2,<500 m,1
